SPM,Relation,Target_Protein,Evidence,PMID
LXA4,modulates,METTL3,"Notably, METTL3 overexpression produced the opposite effects.",39706534
LXA4,binds,FPR2,The inhibition of METTL3 by LXA4 was found to be dependent on FPR2.,39706534
LXA4,binds,ALXR,ALXR and development of metabolically stable LX and ATL analogs that are mimetics rapidly advanced our appreciation of the mechanism of LX actions and the potential utility of these counter-regulatory biocircuits in the quest to control local inflammatory events.,12806051
LXA4,binds,ALXR,"ALXR also has the ability to interact with a wide panel of small peptides that give different signaling responses in vitro than LXA4 or its analogs, suggesting that ALXR is capable of serving as a multirecognition receptor in immune responses.",12806051
LXA4,binds,ALXR,"Among eicosanoids, ALXR is stereoselective for LXA4 (5S,6R,15S-trihydroxy-7,9,13- trans-11-cis-eicosatetraenoic acid).",12806051
LXA4,binds,ALXR,"LXA4 and 15-epi-LXA4 (a member of the ATL series) display leukocyte-selective actions that enable them to serve as endogenous ""stop signals"" in multicellular events in that they modulate adherence, transmigration, and chemotaxis. Both LXA4 and 15-epi-LXA elicit these responses via a G protein-coupled receptor (GPCR), termed ALXR, identified in human and murine tissues.",12806051
LXA4,upregulates,XBP1,cGvHD after day 114 was associated with upregulation of the endoplasmic reticulum (ER) stress transcription factor XBP1 in transitional B cell and IgM memory B cell populations.,41828562
LXA4,downregulates,5-LO,"LXA4 and ASA-triggered 15-epi-LXA4, in addition to inhibiting macrophage 5-LO activity to a similar extent as PGE2, significantly reduced PPARalpha and CINC-1 levels in hepatocytes.",12368230
LXA4,modulates,cysteine proteome,15-oxo-LXA4 modulated the redox-sensitive cysteine proteome via G-protein coupled receptor-independent mechanisms.,38370667
LXA4,downregulates,PPARalpha and CINC-1 levels,"LXA4 and ASA-triggered 15-epi-LXA4, in addition to inhibiting macrophage 5-LO activity to a similar extent as PGE2, significantly reduced PPARalpha and CINC-1 levels in hepatocytes.",12368230
LXA4,downregulates,PPARalpha and CINC-1 levels,"LXA4 and ASA-triggered 15-epi-LXA4, in addition to inhibiting macrophage 5-LO activity to a similar extent as PGE2, significantly reduced PPARalpha and CINC-1 levels in hepatocytes.",12368230
LXA4,downregulates,Hes-1,"Moreover, BML-111 downregulated the expression of Hes-1 and the ratio of activated Notch-1 to Notch-1 induced by CSE.",37229441
LXA4,downregulates,"TNF-α, IL-1β, and IL-18","BML-111 effectively suppressed the expression of pro-inflammatory cytokines TNF-α, IL-1β, and IL-18, as well as inflammasome factors NLRP3 and Caspase-1, while simultaneously up-regulating the expression of the anti-inflammatory cytokine IL-10 induced by CSE.",37229441
LXA4,upregulates,IL-10,"BML-111 effectively suppressed the expression of pro-inflammatory cytokines TNF-α, IL-1β, and IL-18, as well as inflammasome factors NLRP3 and Caspase-1, while simultaneously up-regulating the expression of the anti-inflammatory cytokine IL-10 induced by CSE.",37229441
LXA4,binds,ALXR,"Among eicosanoids, ALXR is stereoselective for LXA4 (5S,6R,15S-trihydroxy-7,9,13- trans-11-cis-eicosatetraenoic acid).",12806051
LXA4,binds,ALXR,"LXA4 and 15-epi-LXA4 (a member of the ATL series) display leukocyte-selective actions that enable them to serve as endogenous ""stop signals"" in multicellular events in that they modulate adherence, transmigration, and chemotaxis. Both LXA4 and 15-epi-LXA elicit these responses via a G protein-coupled receptor (GPCR), termed ALXR, identified in human and murine tissues.",12806051
LXA4,binds,ALX/FPR2,"LXA4 and BML-111, an agonist of the LXA4 receptor/formyl peptide receptor 2 (ALX/FPR2), suppressed microglial activation;",35203926
LXA4,binds,ALX/FPR2,"LXA4 and BML-111, an agonist of the LXA4 receptor/formyl peptide receptor 2 (ALX/FPR2), suppressed microglial activation;",35203926
LXA4,downregulates,"TNF-α, IL-1β, and IL-18","BML-111 effectively suppressed the expression of pro-inflammatory cytokines TNF-α, IL-1β, and IL-18, as well as inflammasome factors NLRP3 and Caspase-1, while simultaneously up-regulating the expression of the anti-inflammatory cytokine IL-10 induced by CSE.",37229441
LXA4,modulates,NF-κB,15-oxo-LXA4 activated nuclear factor (erythroid related factor 2)-like 2 (Nrf2)-regulated gene expression of anti-inflammatory and repair genes and inhibited nuclear factor (NF)-κB-regulated pro-inflammatory mediator expression.,38370667
LXA4,modulates,Nrf2,15-oxo-LXA4 activated nuclear factor (erythroid related factor 2)-like 2 (Nrf2)-regulated gene expression of anti-inflammatory and repair genes and inhibited nuclear factor (NF)-κB-regulated pro-inflammatory mediator expression.,38370667
LXA4,modulates,neutrophil integrin,"We found the opposite effect in neutrophils from healthy controls, indicating a potential mechanism whereby lipoxins aid the endogenous neutrophil function in health but reduce its excessive activation in disease.",35104001
LXA4,binds,HL-60 cells,"Specific binding of [11,12-3H]LXA4 to differentiated HL-60 cells gave a kd = 0.6 +/- 0.3 nmol/L.",8389617
LXA4,downregulates,pro-inflammatory lipid mediators,"AH patients exhibited significantly higher plasma levels of ω-6 PLMs (PGD 2 and LTB 4 ) and SPM RvE1 compared to HDCs and/or HCs. Conversely, key SPMs such as LXA4, RvD1, and several precursors in the ω-3 pathway were significantly downregulated in AH patients.",38168393
LXA4,upregulates,ALX/FPR2,"Upon activation of ondemand erythrophagocytosis, production of the ALX/FPR2 ligand, lipoxin A4 (LXA4), was induced in the spleen while receptor-deficient animals were unable to efficiently clear damaged RBCs, a defect that was conserved in mice with myeloid-specific FPR2 deletion.",40931861
LXA4,downregulates,pro-inflammatory lipid mediators,"Patients experiencing migraine attacks lasting ≥ 12 h had significantly lower serum PGE2 and LXA4 levels compared to those with attacks lasting < 12 h (p = 0.028 and p = 0.009, respectively).",38535055
LXA4,downregulates,pro-inflammatory lipid mediators,"AH patients exhibited significantly higher plasma levels of ω-6 PLMs (PGD 2 and LTB 4 ) and SPM RvE1 compared to HDCs and/or HCs. Conversely, key SPMs such as LXA4, RvD1, and several precursors in the ω-3 pathway were significantly downregulated in AH patients.",38168393
LXA4,downregulates,pro-inflammatory lipid mediators,"Patients experiencing migraine attacks lasting ≥ 12 h had significantly lower serum PGE2 and LXA4 levels compared to those with attacks lasting < 12 h (p = 0.028 and p = 0.009, respectively).",38535055
LXA4,downregulates,Hes-1,"Moreover, BML-111 downregulated the expression of Hes-1 and the ratio of activated Notch-1 to Notch-1 induced by CSE.",37229441
LXA4,downregulates,Hes-1,"Moreover, BML-111 downregulated the expression of Hes-1 and the ratio of activated Notch-1 to Notch-1 induced by CSE.",37229441
LXA4,binds,LXA4 receptor,Increases in [Ca2+]i by LXA4 and the analogs were specifically inhibited by an antipeptide antibody to the LXA4 receptor.,9054386
LXA4,modulates,MaR1,"Among patients with NMOSD, serum levels of IL-6, CXCL12, and TRAIL significantly decreased following IVMP treatment, compared with pretreatment levels, while levels of IL-1β, LXA4, and MaR1 significantly increased after IVMP treatment (p < 0.05).",39222472
LXA4,modulates,IL-1β,"Among patients with NMOSD, serum levels of IL-6, CXCL12, and TRAIL significantly decreased following IVMP treatment, compared with pretreatment levels, while levels of IL-1β, LXA4, and MaR1 significantly increased after IVMP treatment (p < 0.05).",39222472
LXA4,modulates,TRAIL,"Among patients with NMOSD, serum levels of IL-6, CXCL12, and TRAIL significantly decreased following IVMP treatment, compared with pretreatment levels, while levels of IL-1β, LXA4, and MaR1 significantly increased after IVMP treatment (p < 0.05).",39222472
LXA4,downregulates,NLRP3 and Caspase-1,"BML-111 effectively suppressed the expression of pro-inflammatory cytokines TNF-α, IL-1β, and IL-18, as well as inflammasome factors NLRP3 and Caspase-1, while simultaneously up-regulating the expression of the anti-inflammatory cytokine IL-10 induced by CSE.",37229441
LXA4,downregulates,Notch-1,"Moreover, BML-111 downregulated the expression of Hes-1 and the ratio of activated Notch-1 to Notch-1 induced by CSE.",37229441
LXA4,downregulates,PPARalpha and CINC-1 levels,"LXA4 and ASA-triggered 15-epi-LXA4, in addition to inhibiting macrophage 5-LO activity to a similar extent as PGE2, significantly reduced PPARalpha and CINC-1 levels in hepatocytes.",12368230
LXA4,downregulates,"TNF-α, IL-1β, and IL-18","BML-111 effectively suppressed the expression of pro-inflammatory cytokines TNF-α, IL-1β, and IL-18, as well as inflammasome factors NLRP3 and Caspase-1, while simultaneously up-regulating the expression of the anti-inflammatory cytokine IL-10 induced by CSE.",37229441
LXA4,upregulates,IL-10,"BML-111 effectively suppressed the expression of pro-inflammatory cytokines TNF-α, IL-1β, and IL-18, as well as inflammasome factors NLRP3 and Caspase-1, while simultaneously up-regulating the expression of the anti-inflammatory cytokine IL-10 induced by CSE.",37229441
LXA4,upregulates,none,"Lipidomic analysis revealed that sEH inhibition augmented levels of LXA4, RvE1, RvE2, and 4-HDoHE, concomitant with up-regulation of LTB4R1, CMKLR1/ChemR23, and ALX/FPR2 SPM receptors.",36508312
LXA4,downregulates,TNF,"LXA(4), LXB(4), and RvD1, tested at 0.1-1 μM, inhibited LPS-induced TNF production from primary human m.",21653234
LXA4,downregulates,NLRP3 and Caspase-1,"BML-111 effectively suppressed the expression of pro-inflammatory cytokines TNF-α, IL-1β, and IL-18, as well as inflammasome factors NLRP3 and Caspase-1, while simultaneously up-regulating the expression of the anti-inflammatory cytokine IL-10 induced by CSE.",37229441
LXA5,upregulates,hepatic LXA5 content,mass spectrometry revealed that hepatic content of lipoxin A5 (LXA5) was significantly increased in HMD+n-3 PUFA-fed mice compared with that in HMD-fed mice.,34405211
LXB4,binds,Ca2+ mobilization,Exposure of THP-1 or PBM to LXB4 was not accompanied by mobilization of intracellular Ca2+.,8757340
LXB4,modulates,neutrophil integrin,"We found the opposite effect in neutrophils from healthy controls, indicating a potential mechanism whereby lipoxins aid the endogenous neutrophil function in health but reduce its excessive activation in disease.",35104001
LXB4,downregulates,CD74,LXB4 downregulated genes that drive microglia environmental sensing and reactivity responses.,39568070
LXB4,downregulates,CD74,LXB4 downregulated genes that drive microglia environmental sensing and reactivity responses.,39568070
LXB4,modulates,neutrophil integrin,"We found the opposite effect in neutrophils from healthy controls, indicating a potential mechanism whereby lipoxins aid the endogenous neutrophil function in health but reduce its excessive activation in disease.",35104001
LXB4,modulates,neutrophil integrin,"We found the opposite effect in neutrophils from healthy controls, indicating a potential mechanism whereby lipoxins aid the endogenous neutrophil function in health but reduce its excessive activation in disease.",35104001
LXB4,modulates,neutrophil integrin,"We found the opposite effect in neutrophils from healthy controls, indicating a potential mechanism whereby lipoxins aid the endogenous neutrophil function in health but reduce its excessive activation in disease.",35104001
LXB4,upregulates,none,"The concentrations of RvD2, RvD3, RvD5, LXA4, LXB4, Mar-1 and PDX in ECRSwNP group were significantly higher than that in controls.",34666468
LXB4,binds,Ca2+ mobilization,Exposure of THP-1 or PBM to LXB4 was not accompanied by mobilization of intracellular Ca2+.,8757340
MCTR1,downregulates,LTD4,MCTR1 and MCTR2 (0.15 nmol each) reduced (>75%) the vascular leakage initiated by LTD4 in mouse cremaster vessels.,29490167
MCTR1,upregulates,"alveolar ENaC, Na, K-ATPase","Maresin Conjugates in Tissue Regeneration 1 improves alveolar fluid clearance by up-regulating alveolar ENaC, Na, K-ATPase in lipopolysaccharide-induced acute lung injury.",32160403
MCTR1,upregulates,"alveolar ENaC, Na, K-ATPase","Maresin Conjugates in Tissue Regeneration 1 improves alveolar fluid clearance by up-regulating alveolar ENaC, Na, K-ATPase in lipopolysaccharide-induced acute lung injury.",32160403
MCTR1,binds,LTC4S and GSTM4,"With human recombinant enzymes, primary cells, and enantiomerically pure compounds we found that the synthetic maresin epoxide intermediate 13S,14S-eMaR (13S,14S-epoxy- 4Z,7Z,9E,11E,16Z,19Z-docosahexaenoic acid) was converted to MCTR1 (13R-glutathionyl, 14S-hydroxy-4Z,7Z,9E,11E,13R,14S,16Z,19Z-docosahexaenoic acid) by LTC4S and GSTM4.",27791009
MCTR2,downregulates,LTD4,MCTR1 and MCTR2 (0.15 nmol each) reduced (>75%) the vascular leakage initiated by LTD4 in mouse cremaster vessels.,29490167
MCTR3,binds,CysLT1 receptor,MCTR3 reduced the IL-13-induced enhancement of contractions in human small bronchi and mouse trachea.,36116518
MCTR3,binds,CysLT1,MCTR3 reduced the IL-13-induced enhancement of contractions in human small bronchi and mouse trachea.,36116518
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,binds,HAP2,"Thus, the integral membrane protein MAR1 provides a molecular link between membrane adhesion and bilayer merger during fertilization in Chlamydomonas.",34813735
MaR1,upregulates,antioxidant proteins,"MaR-1 significantly improved cell viability and reduced ferroptosis-related markers (ROS, MDA, and iron ion concentration) in vitro. It also upregulated antioxidant proteins through the Nrf2/HO-1/GPx4 signaling pathway.",41152139
MaR1,modulates,SIRT1,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT6,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT1,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT6,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT6,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT1,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT6,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT1,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT6,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT1,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT6,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT1,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT6,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT6,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT1,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT6,"MaR1 administration enhanced IL-10 production, primarily in macrophages and CD4+ cells.",39864620
MaR1,modulates,SIRT1,"PUFAs stimulate SIRT1 through protein kinase A-dependent activation of SIRT1-PGC1α complex and thus, increase rates of fatty acid oxidation and prevent lipid dysregulation associated with aging.",33567774
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,upregulates,RORα,"MaR1 significantly limited epithelial injury and inhibited pyroptosis through ligand-dependent activation of RORα, effects abolished in Rorα -/- and Gsdmd -/- mice.",41459542
MaR1,modulates,TSPO PET signals,"Longitudinal PET imaging revealed a biphasic neuroimmune response, characterized by an initial increase in [18F]DPA-714 standardized uptake value (SUV) at 2 weeks, followed by a return toward baseline at 4 weeks.",41751234
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 dose-dependently suppressed the fluorescence enhancement of BFP-HOCl, indicating that MAR1 effectively downregulates the level of HOCl.",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,upregulates,GSDMD,"MaR1 significantly limited epithelial injury and inhibited pyroptosis through ligand-dependent activation of RORα, effects abolished in Rorα -/- and Gsdmd -/- mice.",41459542
MaR1,upregulates,RORα,"MaR1 significantly limited epithelial injury and inhibited pyroptosis through ligand-dependent activation of RORα, effects abolished in Rorα -/- and Gsdmd -/- mice.",41459542
MaR1,downregulates,HOCl,"MAR1 effectively attenuated the degree of tissue injury by downregulating the level of HOCl and inhibiting the expression of pyroptosis-associated proteins (NLRP3, ASC, Caspase-1, and GSDMD).",41263521
MaR1,downregulates,activation markers on peripheral blood phagocytes,"Incubation of peripheral blood cells from CRSwNP patients with MaR1 downregulated the expression of activation markers on peripheral blood phagocytes, including CD41 and CD62P, markers of platelet-leukocyte heterotypic aggregates.",34531873
MaR1,downregulates,platelet activation,"SPM treatment, particularly Mar1 and RvD2, led to reduced platelet activation and preserved platelet function after 7 days of storage in the cold.",32478925
MaR1,binds,NLRP3 inflammasome,The negative interaction between MaR1 and NLRP3 inflammasome mediated the inflammatory response in spinal dorsal horn,32410045
MaR1,downregulates,inflammatory profiles,RvE1 or MaR1 treatment significantly decreased β-galactosidase expression and inflammation,40627765
MaR1,upregulates,GSDMD,"MaR1 significantly limited epithelial injury and inhibited pyroptosis through ligand-dependent activation of RORα, effects abolished in Rorα -/- and Gsdmd -/- mice.",41459542
MaR1,binds,P2X7,"Activation of P2X7-CaMKII after SAH promotes 5-LOX nuclear translocation, increases the LTB4/LXA4 ratio, elevates intracellular Ca2+ concentration, and impairs lysosomal and microglial function.",40877894
MaR1,binds,LGR6,The leucine-rich repeat-containing G-protein-coupled receptor 6 (LGR6) was recently identified as the cognate receptor for the proresolving mediator maresin 1 (MaR1).,38718314
MaR1,modulates,glial activity,"Longitudinal PET imaging revealed a biphasic neuroimmune response, characterized by an initial increase in [18F]DPA-714 standardized uptake value (SUV) at 2 weeks, followed by a return toward baseline at 4 weeks.",41751234
MaR1,upregulates,GSDMD,"MaR1 significantly limited epithelial injury and inhibited pyroptosis through ligand-dependent activation of RORα, effects abolished in Rorα -/- and Gsdmd -/- mice.",41459542
MaR1,upregulates,RORα,"MaR1 significantly limited epithelial injury and inhibited pyroptosis through ligand-dependent activation of RORα, effects abolished in Rorα -/- and Gsdmd -/- mice.",41459542
MaR1,upregulates,GSDMD,"MaR1 significantly limited epithelial injury and inhibited pyroptosis through ligand-dependent activation of RORα, effects abolished in Rorα -/- and Gsdmd -/- mice.",41459542
MaR1,upregulates,RORα,"MaR1 significantly limited epithelial injury and inhibited pyroptosis through ligand-dependent activation of RORα, effects abolished in Rorα -/- and Gsdmd -/- mice.",41459542
MaR1,modulates,NF-κB p65 and κB inhibitor kinase β,MaR1 substantially inhibited the mRNA and protein expression of NF-κB p65 and κB inhibitor kinase β.,37055002
MaR1,modulates,LXA4,"Among patients with NMOSD, serum levels of IL-6, CXCL12, and TRAIL significantly decreased following IVMP treatment, compared with pretreatment levels, while levels of IL-1β, LXA4, and MaR1 significantly increased after IVMP treatment (p < 0.05).",39222472
MaR1,modulates,IL-1β,"Among patients with NMOSD, serum levels of IL-6, CXCL12, and TRAIL significantly decreased following IVMP treatment, compared with pretreatment levels, while levels of IL-1β, LXA4, and MaR1 significantly increased after IVMP treatment (p < 0.05).",39222472
MaR1,modulates,TRAIL,"High levels of TRAIL, CXCL12, and IL-1β were associated with an increased risk of NMOSD (TRAIL: odds ratio [OR], 1.582; 95% confidence interval [CI], 1.003-2.495; CXCL12: OR, 3.610; 95% CI, 1.011-12.889; IL-1β: OR, 4.500; 95% CI, 1.129-17.927).",39222472
MaR1,modulates,fibroblast growth factor 21 (FGF21),The ability of MaR1 to modulate FGF21 can contribute to its beneficial metabolic effects.,31576649
MaR1,downregulates,IL-6,Purified MaR1 significantly reduced IL-6 in bOC explants.,41057538
MaR1,downregulates,CTX-II,Purified MaR1 significantly reduced CTX-II in bOC explants.,41057538
MaR1,downregulates,expression of activation markers on peripheral blood phagocytes,"Incubation of peripheral blood cells from CRSwNP patients with MaR1 downregulated the expression of activation markers on peripheral blood phagocytes, including CD41 and CD62P, markers of platelet-leukocyte heterotypic aggregates.",34531873
MaR1,modulates,CD4+IL17+ and CD4+IFNγ+,"Treatment with MaR1 in RR-EAE accelerated inflammation resolution, protected against neurological deficits, and delayed disease progression by decreasing immune cell infiltration (CD4+IL17+ and CD4+IFNγ+) into the CNS.",37808700
MaR1,modulates,IL-10,"However, neutralizing IL-10 with an anti-IL-10 antibody abolished the protective effect of MaR1 on RR-EAE, suggesting that IL-10 plays a role in mediating the protective effect of MaR1 on EAE.",37808700
MaR1,modulates,immune cell infiltration,"Treatment with MaR1 in RR-EAE accelerated inflammation resolution, protected against neurological deficits, and delayed disease progression by decreasing immune cell infiltration (CD4+IL17+ and CD4+IFNγ+) into the CNS.",37808700
MaR1,upregulates,RORα,"MaR1 significantly limited epithelial injury and inhibited pyroptosis through ligand-dependent activation of RORα, effects abolished in Rorα -/- and Gsdmd -/- mice.",41459542
MaR1,upregulates,GSDMD,"MaR1 significantly limited epithelial injury and inhibited pyroptosis through ligand-dependent activation of RORα, effects abolished in Rorα -/- and Gsdmd -/- mice.",41459542
MaR1,upregulates,RORα,"MaR1 significantly limited epithelial injury and inhibited pyroptosis through ligand-dependent activation of RORα, effects abolished in Rorα -/- and Gsdmd -/- mice.",41459542
MaR1,upregulates,GSDMD,"MaR1 significantly limited epithelial injury and inhibited pyroptosis through ligand-dependent activation of RORα, effects abolished in Rorα -/- and Gsdmd -/- mice.",41459542
MaR1,upregulates,RORα,"MaR1 significantly limited epithelial injury and inhibited pyroptosis through ligand-dependent activation of RORα, effects abolished in Rorα -/- and Gsdmd -/- mice.",41459542
MaR1,upregulates,macrophage resilience mechanisms,MCTRs counter regulated post-IAV changes in rAMs to promote a rapid return of bacteria host defense.,35913160
MaR1,upregulates,macrophage resilience mechanisms,"Here, we show that harnessing endogenous resolution mechanisms for inflammation by exogenous administration of a family of specialized proresolving mediators (i.e., cys-MCTRs) increased macrophage resilience mechanisms after IAV to protect against secondary infection from Streptococcus pneumoniae.",35913160
MaR1,downregulates,CXCL1,MCTR-exposed rAMs had reduced secretion of CXCL1.,35913160
MaR1,upregulates,macrophage migration and phagocytosis,MCTR-exposed rAMs had increased migration and phagocytosis of Streptococcus pneumoniae.,35913160
MaR1,upregulates,ALXR,The MaR1/ALXR axis suppressed hypoxia-induced PASMCs proliferation and alleviated pulmonary vascular remodeling.,37244057
MaR1,binds,TLR4/p38MAPK/NF-kappaB,"Besides, the TLR4/p38MAPK/NF-kappaB pathway activation in THS-induced rats were inhibited by MaR1 treatment.",32750045
MaR1,upregulates,collagen synthesis in smooth muscle cells,"Mechanistically, RvD2 and MaR1 induced a shift in macrophage profile toward a reparative phenotype, which secondarily stimulated collagen synthesis in smooth muscle cells.",27531933
MaR1,binds,P2X7,"Activation of P2X7-CaMKII after SAH promotes 5-LOX nuclear translocation, increases the LTB4/LXA4 ratio, elevates intracellular Ca2+ concentration, and impairs lysosomal and microglial function.",40877894
MaR1,upregulates,ALXR/HSP90α axis,The MaR1/ALXR axis suppressed hypoxia-induced PASMCs proliferation and alleviated pulmonary vascular remodeling.,37244057
MaR1,upregulates,TGF-β2 expression,MaR1 upregulated macrophage-dependent efferocytosis of apoptotic SMCs in murine aortic tissue during AAA formation. In vitro studies demonstrate that MaR1-LGR6 interaction upregulates TGF-β2 expression and decreases MMP2 activity during crosstalk of macrophage-apoptotic SMCs.,34320253
MaR1,upregulates,mitochondrial homeostasis,The MaR1/ALXR axis suppressed hypoxia-induced PASMCs proliferation and alleviated pulmonary vascular remodeling.,37244057
MaR1,upregulates,TGF-β2 expression,MaR1 upregulated macrophage-dependent efferocytosis of apoptotic SMCs in murine aortic tissue during AAA formation. In vitro studies demonstrate that MaR1-LGR6 interaction upregulates TGF-β2 expression and decreases MMP2 activity during crosstalk of macrophage-apoptotic SMCs.,34320253
MaR1,upregulates,HSP90α,The MaR1/ALXR axis suppressed hypoxia-induced PASMCs proliferation and alleviated pulmonary vascular remodeling.,37244057
MaR1,upregulates,mitophagy,The MaR1/ALXR axis suppressed hypoxia-induced PASMCs proliferation and alleviated pulmonary vascular remodeling.,37244057
MaR1,downregulates,PASMCs proliferation,The MaR1/ALXR axis suppressed hypoxia-induced PASMCs proliferation and alleviated pulmonary vascular remodeling.,37244057
MaR1,downregulates,pulmonary vascular remodeling,The MaR1/ALXR axis suppressed hypoxia-induced PASMCs proliferation and alleviated pulmonary vascular remodeling.,37244057
MaR1,modulates,TRAIL,"Among patients with NMOSD, serum levels of IL-6, CXCL12, and TRAIL significantly decreased following IVMP treatment, compared with pretreatment levels, while levels of IL-1β, LXA4, and MaR1 significantly increased after IVMP treatment (p < 0.05).",39222472
MaR1,binds,LGR6,"MaR1 can activate LGR6 and affect CREB/JMJD3/IRF4 signaling to attenuate neuroinflammation after SAH, pointing to a potential pharmacological utility in this disorder.",38340785
MaR1,modulates,IL-1β,"Among patients with NMOSD, serum levels of IL-6, CXCL12, and TRAIL significantly decreased following IVMP treatment, compared with pretreatment levels, while levels of IL-1β, LXA4, and MaR1 significantly increased after IVMP treatment (p < 0.05).",39222472
MaR1,modulates,LXA4,"Among patients with NMOSD, serum levels of IL-6, CXCL12, and TRAIL significantly decreased following IVMP treatment, compared with pretreatment levels, while levels of IL-1β, LXA4, and MaR1 significantly increased after IVMP treatment (p < 0.05).",39222472
MaR1,modulates,macrophage recruitment,"Therefore, these data suggest that MaR1 effects observed after K/BxN serum transfer relate to modulation of macrophage recruitment, more likely than to direct actions on sensory neurons.",32379221
MaR1,modulates,inflammatory macrophage numbers,Systemic MaR1 administration caused sustained reversal of nociceptive hypersensitivity and reduced inflammatory macrophage numbers in DRG.,32379221
MaR1,modulates,calcitonin gene-related peptide,MaR1 application to cultured DRG neurons inhibited both capsaicin-induced increase of intracellular calcium ions and release of calcitonin gene-related peptide in a dose-dependent manner.,32379221
MaR1,modulates,proinflammatory cytokine,"Furthermore, in peritoneal macrophages challenged with lipopolysaccharide, MaR1 reduced proinflammatory cytokine expression.",32379221
MaR1,modulates,inflammatory macrophage numbers,Systemic MaR1 administration caused sustained reversal of nociceptive hypersensitivity and reduced inflammatory macrophage numbers in DRG.,32379221
MaR1,upregulates,T-cell,MaR1 and PD1 were equally effective at this concentration.,35044873
MaR1,binds,P2X7,"Activation of P2X7-CaMKII after SAH promotes 5-LOX nuclear translocation, increases the LTB4/LXA4 ratio, elevates intracellular Ca2+ concentration, and impairs lysosomal and microglial function.",40877894
